"","gridg1","gridg3","month","no.sp","timegroups","OBSERVATION.COUNT","OBSERVER.ID","TEMP.REGION","timegroups1","DATETIME"
"50267","12536","806","2",24,"2017",0,NA,NA,NA,NA
"50268","12664","806","2",13,"2020",1,472208,NA,"2020-2022",2023-06-01 14:00:00
"50269","12924","806","2",17,"2022",0,NA,NA,NA,NA
"50270","12924","806","2",17,"2022",0,NA,NA,NA,NA
"50271","12924","806","2",20,"2022",0,NA,NA,NA,NA
"50272","12924","806","2",11,"2022",0,NA,NA,NA,NA
"50273","12924","806","2",30,"2022",0,NA,NA,NA,NA
"50274","12924","806","2",29,"2022",0,NA,NA,NA,NA
"50275","12924","806","2",10,"2022",0,NA,NA,NA,NA
"50276","12924","806","2",20,"2022",0,NA,NA,NA,NA
"50277","12924","806","2",15,"2022",0,NA,NA,NA,NA
"50278","12924","806","2",21,"2022",0,NA,NA,NA,NA
"50279","12924","806","2",12,"2022",0,NA,NA,NA,NA
"50280","12923","806","2",9,"2022",0,NA,NA,NA,NA
"50281","12924","806","2",30,"2022",0,NA,NA,NA,NA
"50282","12924","806","2",7,"2022",0,NA,NA,NA,NA
"50283","12924","806","2",15,"2022",0,NA,NA,NA,NA
"50284","12924","806","2",17,"2022",0,NA,NA,NA,NA
"50285","12924","806","2",13,"2022",0,NA,NA,NA,NA
"50286","12924","806","2",5,"2022",0,NA,NA,NA,NA
"50287","12794","806","2",10,"2022",0,NA,NA,NA,NA
"50288","12794","806","2",13,"2022",0,NA,NA,NA,NA
"50289","12794","806","2",13,"2022",0,NA,NA,NA,NA
"50290","12924","806","2",10,"2022",0,NA,NA,NA,NA
"50291","12924","806","2",19,"2022",0,NA,NA,NA,NA
"50292","12923","806","2",2,"2022",0,NA,NA,NA,NA
"50293","12663","806","2",6,"2022",0,NA,NA,NA,NA
"50294","12923","806","2",1,"2021",0,NA,NA,NA,NA
"50295","12536","806","2",8,"2021",0,NA,NA,NA,NA
"50296","12664","806","2",4,"2021",0,NA,NA,NA,NA
"50297","12663","806","2",46,"2021",1,355741,NA,"2020-2022",2023-06-01 11:07:00
"50298","12535","806","2",9,"2021",0,NA,NA,NA,NA
"50299","12536","806","2",26,"2014",0,NA,NA,NA,NA
"50300","12536","806","2",25,"2020",1,2807399,NA,"2020-2022",2023-06-01 07:00:00
"50301","12794","806","2",29,"2022",0,NA,NA,NA,NA
"50302","12924","806","2",9,"2022",0,NA,NA,NA,NA
"50303","12793","806","2",23,"2022",0,NA,NA,NA,NA
"50304","12793","806","2",16,"2022",0,NA,NA,NA,NA
"50305","12923","806","2",7,"2022",0,NA,NA,NA,NA
"50306","12924","806","2",8,"2022",0,NA,NA,NA,NA
"50307","12536","806","2",11,"2022",0,NA,NA,NA,NA
"50308","12536","806","2",25,"2022",0,NA,NA,NA,NA
"50309","12536","806","2",24,"2022",0,NA,NA,NA,NA
"50310","12536","806","2",11,"2022",1,1145017,NA,"2020-2022",2023-06-01 17:43:00
"50311","12536","806","2",5,"2022",0,NA,NA,NA,NA
"50312","12536","806","2",7,"2022",0,NA,NA,NA,NA
"50313","12536","806","2",5,"2022",0,NA,NA,NA,NA
"50314","12536","806","2",2,"2022",0,NA,NA,NA,NA
"50315","12536","806","2",15,"2022",0,NA,NA,NA,NA
"50316","12535","806","2",19,"2022",0,NA,NA,NA,NA
"50317","12536","806","2",13,"2022",0,NA,NA,NA,NA
"50318","12665","806","2",1,"2013",0,NA,NA,NA,NA
"50319","12536","806","2",19,"2014",0,NA,NA,NA,NA
"50320","12664","806","2",21,"2014",0,NA,NA,NA,NA
"50321","12536","806","2",53,"2014",0,NA,NA,NA,NA
"50322","12536","806","2",35,"before 2000",0,NA,NA,NA,NA
"50323","12536","806","2",38,"2017",0,NA,NA,NA,NA
"50324","12533","806","2",42,"2017",0,NA,NA,NA,NA
"50325","12536","806","2",31,"2017",1,498572,NA,"2015-2019",2023-06-01 07:00:00
"50326","12535","806","2",47,"2017",0,NA,NA,NA,NA
"50327","12536","806","2",2,"2017",0,NA,NA,NA,NA
"50328","12793","806","2",4,"2017",0,NA,NA,NA,NA
"50329","12793","806","2",5,"2017",0,NA,NA,NA,NA
"50330","12793","806","2",3,"2017",0,NA,NA,NA,NA
"50331","12793","806","2",4,"2017",0,NA,NA,NA,NA
"50332","12793","806","2",2,"2017",0,NA,NA,NA,NA
"50333","12536","806","2",19,"2017",0,NA,NA,NA,NA
"50334","12536","806","2",4,"2018",0,NA,NA,NA,NA
"50335","12535","806","2",7,"2019",0,NA,NA,NA,NA
"50336","12535","806","2",3,"2019",0,NA,NA,NA,NA
"50337","12535","806","2",2,"2019",0,NA,NA,NA,NA
"50338","12536","806","2",11,"2019",0,NA,NA,NA,NA
"50339","12535","806","2",6,"2019",0,NA,NA,NA,NA
"50340","12535","806","2",13,"2019",0,NA,NA,NA,NA
"50341","12536","806","2",8,"2019",0,NA,NA,NA,NA
"50342","12536","806","2",7,"2019",0,NA,NA,NA,NA
"50343","12535","806","2",28,"2020",0,NA,NA,NA,NA
"50344","12664","806","2",25,"2020",0,NA,NA,NA,NA
"50345","12535","806","2",1,"2020",0,NA,NA,NA,NA
"50346","12535","806","2",5,"2020",0,NA,NA,NA,NA
"50347","12535","806","2",2,"2020",0,NA,NA,NA,NA
"50348","12536","806","2",8,"2020",0,NA,NA,NA,NA
"50349","12536","806","2",27,"before 2000",1,948338,NA,"before 2006",2023-06-01 08:30:00
"50350","12536","806","2",39,"before 2000",0,NA,NA,NA,NA
"50351","12535","806","2",25,"before 2000",0,NA,NA,NA,NA
"50352","12536","806","2",13,"before 2000",1,948338,NA,"before 2006",2023-06-01 07:55:00
"50353","11531","749","2",31,"2015",0,NA,NA,NA,NA
"50354","11660","749","2",48,"2015",0,NA,NA,NA,NA
"50355","11661","749","2",19,"2015",0,NA,NA,NA,NA
"50356","11532","749","2",33,"2016",0,NA,NA,NA,NA
"50357","11662","749","2",8,"2016",0,NA,NA,NA,NA
"50358","11530","749","2",10,"2011-2012",0,NA,NA,NA,NA
"50359","11920","749","2",20,"2011-2012",0,NA,NA,NA,NA
"50360","11920","749","2",47,"2011-2012",0,NA,NA,NA,NA
"50361","11920","749","2",15,"2011-2012",0,NA,NA,NA,NA
"50362","11921","749","2",9,"2011-2012",0,NA,NA,NA,NA
"50363","11921","749","2",10,"2011-2012",0,NA,NA,NA,NA
"50364","11921","749","2",13,"2011-2012",0,NA,NA,NA,NA
"50365","11921","749","2",19,"2011-2012",0,NA,NA,NA,NA
"50366","11662","749","2",37,"2017",1,578572,NA,"2015-2019",2023-06-01 08:28:00
"50367","11662","749","2",23,"2017",0,NA,NA,NA,NA
"50368","11662","749","2",12,"2017",0,NA,NA,NA,NA
"50369","11791","749","2",39,"2017",0,NA,NA,NA,NA
"50370","11662","749","2",11,"2016",0,NA,NA,NA,NA
"50371","11792","749","2",161,"before 2000",0,NA,NA,NA,NA
"50372","11532","749","2",8,"2016",0,NA,NA,NA,NA
"50373","11660","749","2",63,"2018",0,NA,NA,NA,NA
"50374","11921","749","2",1,"2018",0,NA,NA,NA,NA
"50375","11921","749","2",6,"2018",0,NA,NA,NA,NA
"50376","11921","749","2",7,"2018",0,NA,NA,NA,NA
"50377","11530","749","2",13,"2018",0,NA,NA,NA,NA
"50378","11660","749","2",18,"2018",0,NA,NA,NA,NA
"50379","11662","749","2",9,"2013",0,NA,NA,NA,NA
"50380","11792","749","2",4,"2015",0,NA,NA,NA,NA
"50381","11922","749","2",5,"2015",0,NA,NA,NA,NA
"50382","11922","749","2",5,"2015",0,NA,NA,NA,NA
"50383","11922","749","2",2,"2015",0,NA,NA,NA,NA
"50384","11922","749","2",9,"2015",0,NA,NA,NA,NA
"50385","11789","749","2",12,"2019",0,NA,NA,NA,NA
"50386","11792","749","2",19,"2019",0,NA,NA,NA,NA
"50387","11792","749","2",17,"2019",0,NA,NA,NA,NA
"50388","11792","749","2",11,"2019",0,NA,NA,NA,NA
"50389","11791","749","2",15,"2019",0,NA,NA,NA,NA
"50390","11791","749","2",6,"2019",0,NA,NA,NA,NA
"50391","11792","749","2",3,"2016",0,NA,NA,NA,NA
"50392","11922","749","2",16,"2016",0,NA,NA,NA,NA
"50393","11791","749","2",8,"2016",0,NA,NA,NA,NA
"50394","11791","749","2",5,"2016",0,NA,NA,NA,NA
"50395","11531","749","2",19,"2020",0,NA,NA,NA,NA
"50396","11791","749","2",30,"2020",1,830705,NA,"2020-2022",2023-06-01 13:55:00
"50397","11660","749","2",51,"2020",0,NA,NA,NA,NA
"50398","11660","749","2",15,"2020",0,NA,NA,NA,NA
"50399","11531","749","2",15,"2020",0,NA,NA,NA,NA
"50400","11660","749","2",14,"2020",0,NA,NA,NA,NA
"50401","11660","749","2",32,"2020",1,484170,NA,"2020-2022",2023-06-01 09:17:00
"50402","11530","749","2",6,"2020",0,NA,NA,NA,NA
"50403","11531","749","2",14,"2020",0,NA,NA,NA,NA
"50404","11531","749","2",81,"2020",0,NA,NA,NA,NA
"50405","11790","749","2",13,"2020",0,NA,NA,NA,NA
"50406","11790","749","2",24,"2020",0,NA,NA,NA,NA
"50407","11660","749","2",43,"2020",0,NA,NA,NA,NA
"50408","11792","749","2",12,"2020",0,NA,NA,NA,NA
"50409","11792","749","2",16,"2020",0,NA,NA,NA,NA
"50410","11792","749","2",12,"2020",0,NA,NA,NA,NA
"50411","11792","749","2",3,"2020",0,NA,NA,NA,NA
"50412","11792","749","2",6,"2020",0,NA,NA,NA,NA
"50413","11792","749","2",11,"2020",0,NA,NA,NA,NA
"50414","11662","749","2",29,"2020",0,NA,NA,NA,NA
"50415","11660","749","2",62,"2020",0,NA,NA,NA,NA
"50416","11789","749","2",17,"2020",0,NA,NA,NA,NA
"50417","11791","749","2",14,"2020",0,NA,NA,NA,NA
"50418","11792","749","2",20,"2020",0,NA,NA,NA,NA
"50419","11662","749","2",7,"2020",0,NA,NA,NA,NA
"50420","11921","749","2",10,"2020",0,NA,NA,NA,NA
"50421","11921","749","2",3,"2020",0,NA,NA,NA,NA
"50422","11530","749","2",57,"2021",0,NA,NA,NA,NA
"50423","11789","749","2",6,"2021",0,NA,NA,NA,NA
"50424","11660","749","2",5,"2021",0,NA,NA,NA,NA
"50425","11790","749","2",23,"2021",0,NA,NA,NA,NA
"50426","11660","749","2",19,"2021",0,NA,NA,NA,NA
"50427","11660","749","2",4,"2021",0,NA,NA,NA,NA
"50428","11660","749","2",8,"2021",0,NA,NA,NA,NA
"50429","11660","749","2",2,"2021",0,NA,NA,NA,NA
"50430","11790","749","2",25,"2021",0,NA,NA,NA,NA
"50431","11660","749","2",5,"2021",0,NA,NA,NA,NA
"50432","11662","749","2",2,"2021",0,NA,NA,NA,NA
"50433","11660","749","2",5,"2021",0,NA,NA,NA,NA
"50434","11660","749","2",9,"2021",0,NA,NA,NA,NA
"50435","11790","749","2",11,"2021",0,NA,NA,NA,NA
"50436","11660","749","2",8,"2021",0,NA,NA,NA,NA
"50437","11661","749","2",3,"2021",0,NA,NA,NA,NA
"50438","11532","749","2",13,"2021",0,NA,NA,NA,NA
"50439","11532","749","2",4,"2021",0,NA,NA,NA,NA
"50440","11532","749","2",13,"2021",1,3015024,NA,"2020-2022",2023-06-01 14:39:00
"50441","11532","749","2",15,"2021",0,NA,NA,NA,NA
"50442","11790","749","2",17,"2013",0,NA,NA,NA,NA
"50443","11790","749","2",16,"2013",0,NA,NA,NA,NA
"50444","11920","749","2",62,"2013",0,NA,NA,NA,NA
"50445","11660","749","2",7,"2021",0,NA,NA,NA,NA
"50446","11660","749","2",37,"2020",0,NA,NA,NA,NA
"50447","11660","749","2",15,"2022",0,NA,NA,NA,NA
"50448","11660","749","2",26,"2022",0,NA,NA,NA,NA
"50449","11660","749","2",18,"2022",0,NA,NA,NA,NA
"50450","11660","749","2",15,"2022",0,NA,NA,NA,NA
"50451","11660","749","2",17,"2022",0,NA,NA,NA,NA
"50452","11660","749","2",4,"2022",0,NA,NA,NA,NA
"50453","11530","749","2",76,"2022",0,NA,NA,NA,NA
"50454","11922","749","2",7,"2022",0,NA,NA,NA,NA
"50455","11792","749","2",5,"2022",0,NA,NA,NA,NA
"50456","11922","749","2",3,"2022",0,NA,NA,NA,NA
"50457","11922","749","2",2,"2022",0,NA,NA,NA,NA
"50458","11922","749","2",3,"2022",0,NA,NA,NA,NA
"50459","11922","749","2",2,"2022",0,NA,NA,NA,NA
"50460","11922","749","2",3,"2022",0,NA,NA,NA,NA
"50461","11661","749","2",9,"2022",0,NA,NA,NA,NA
"50462","11661","749","2",3,"2022",0,NA,NA,NA,NA
"50463","11531","749","2",12,"2022",0,NA,NA,NA,NA
"50464","11530","749","2",5,"2022",0,NA,NA,NA,NA
"50465","11660","749","2",32,"2022",0,NA,NA,NA,NA
"50466","11660","749","2",17,"2022",0,NA,NA,NA,NA
"50467","11660","749","2",12,"2022",0,NA,NA,NA,NA
"50468","11530","749","2",5,"2022",0,NA,NA,NA,NA
"50469","11530","749","2",8,"2022",0,NA,NA,NA,NA
"50470","11789","749","2",16,"2022",0,NA,NA,NA,NA
"50471","11791","749","2",41,"2022",0,NA,NA,NA,NA
"50472","11530","749","2",6,"2022",0,NA,NA,NA,NA
"50473","11660","749","2",9,"2022",0,NA,NA,NA,NA
"50474","11660","749","2",9,"2022",0,NA,NA,NA,NA
"50475","11660","749","2",8,"2022",0,NA,NA,NA,NA
"50476","11660","749","2",7,"2022",0,NA,NA,NA,NA
"50477","11660","749","2",4,"2022",0,NA,NA,NA,NA
"50478","11920","749","2",11,"2022",0,NA,NA,NA,NA
"50479","11920","749","2",5,"2022",0,NA,NA,NA,NA
"50480","11920","749","2",11,"2022",0,NA,NA,NA,NA
"50481","11920","749","2",22,"2022",0,NA,NA,NA,NA
"50482","11791","749","2",12,"2022",0,NA,NA,NA,NA
"50483","11660","749","2",10,"2022",0,NA,NA,NA,NA
"50484","11530","749","2",11,"2022",0,NA,NA,NA,NA
"50485","11660","749","2",27,"2022",0,NA,NA,NA,NA
"50486","11920","749","2",11,"2022",0,NA,NA,NA,NA
"50487","11920","749","2",4,"2022",0,NA,NA,NA,NA
"50488","11790","749","2",8,"2022",0,NA,NA,NA,NA
"50489","11790","749","2",4,"2022",0,NA,NA,NA,NA
"50490","11921","749","2",8,"2022",0,NA,NA,NA,NA
"50491","11921","749","2",8,"2022",0,NA,NA,NA,NA
"50492","11921","749","2",27,"2022",0,NA,NA,NA,NA
"50493","11921","749","2",11,"2022",0,NA,NA,NA,NA
"50494","11921","749","2",9,"2022",0,NA,NA,NA,NA
"50495","11921","749","2",3,"2022",0,NA,NA,NA,NA
"50496","11660","749","2",22,"2022",0,NA,NA,NA,NA
"50497","11792","749","2",22,"2022",0,NA,NA,NA,NA
"50498","11791","749","2",21,"2022",0,NA,NA,NA,NA
"50499","11660","749","2",15,"2022",0,NA,NA,NA,NA
"50500","11660","749","2",11,"2022",0,NA,NA,NA,NA
"50501","11660","749","2",5,"2022",0,NA,NA,NA,NA
"50502","11660","749","2",9,"2022",0,NA,NA,NA,NA
"50503","11789","749","2",16,"2022",0,NA,NA,NA,NA
"50504","11660","749","2",2,"2022",0,NA,NA,NA,NA
"50505","11660","749","2",26,"2022",0,NA,NA,NA,NA
"50506","11660","749","2",35,"2022",0,NA,NA,NA,NA
"50507","11660","749","2",14,"2022",0,NA,NA,NA,NA
"50508","11791","749","2",15,"2022",0,NA,NA,NA,NA
"50509","11531","749","2",61,"2022",0,NA,NA,NA,NA
"50510","11660","749","2",7,"2022",0,NA,NA,NA,NA
"50511","11790","749","2",23,"2022",0,NA,NA,NA,NA
"50512","11921","749","2",17,"2022",0,NA,NA,NA,NA
"50513","11792","749","2",5,"2022",0,NA,NA,NA,NA
"50514","11791","749","2",32,"2017",0,NA,NA,NA,NA
"50515","11532","749","2",1,"2019",0,NA,NA,NA,NA
"50516","11531","749","2",7,"2019",0,NA,NA,NA,NA
"50517","11530","749","2",19,"2021",0,NA,NA,NA,NA
"50518","11531","749","2",7,"2021",0,NA,NA,NA,NA
"50519","11921","749","2",14,"2021",0,NA,NA,NA,NA
"50520","11661","749","2",16,"2021",0,NA,NA,NA,NA
"50521","11662","749","2",30,"2021",0,NA,NA,NA,NA
"50522","11790","749","2",10,"2021",0,NA,NA,NA,NA
"50523","11791","749","2",15,"2021",0,NA,NA,NA,NA
"50524","11790","749","2",5,"2021",0,NA,NA,NA,NA
"50525","11660","749","2",9,"2021",0,NA,NA,NA,NA
"50526","11791","749","2",11,"2021",0,NA,NA,NA,NA
"50527","11792","749","2",7,"2021",0,NA,NA,NA,NA
"50528","11789","749","2",28,"2021",0,NA,NA,NA,NA
"50529","11790","749","2",20,"2021",0,NA,NA,NA,NA
"50530","11790","749","2",20,"2021",0,NA,NA,NA,NA
"50531","11660","749","2",13,"2021",0,NA,NA,NA,NA
"50532","11920","749","2",20,"2021",0,NA,NA,NA,NA
"50533","11662","749","2",34,"2021",1,668284,NA,"2020-2022",2023-06-01 07:45:00
"50534","11792","749","2",28,"2021",0,NA,NA,NA,NA
"50535","11530","749","2",48,"2021",0,NA,NA,NA,NA
"50536","11662","749","2",32,"2021",0,NA,NA,NA,NA
"50537","11791","749","2",8,"2021",0,NA,NA,NA,NA
"50538","11791","749","2",7,"2021",0,NA,NA,NA,NA
"50539","11921","749","2",20,"2021",0,NA,NA,NA,NA
"50540","11791","749","2",12,"2021",0,NA,NA,NA,NA
"50541","11790","749","2",8,"2021",0,NA,NA,NA,NA
"50542","11660","749","2",13,"2021",0,NA,NA,NA,NA
"50543","11660","749","2",20,"2021",0,NA,NA,NA,NA
"50544","11662","749","2",26,"2021",0,NA,NA,NA,NA
"50545","11660","749","2",17,"2021",0,NA,NA,NA,NA
"50546","11660","749","2",67,"2021",0,NA,NA,NA,NA
"50547","11660","749","2",4,"2021",0,NA,NA,NA,NA
"50548","11660","749","2",5,"2021",0,NA,NA,NA,NA
"50549","11530","749","2",6,"2021",0,NA,NA,NA,NA
"50550","11662","749","2",31,"2021",0,NA,NA,NA,NA
"50551","11662","749","2",25,"2021",0,NA,NA,NA,NA
"50552","11662","749","2",12,"2021",0,NA,NA,NA,NA
"50553","11531","749","2",67,"2021",0,NA,NA,NA,NA
"50554","11661","749","2",3,"2021",0,NA,NA,NA,NA
"50555","11791","749","2",5,"2021",0,NA,NA,NA,NA
"50556","11792","749","2",3,"2021",0,NA,NA,NA,NA
"50557","11792","749","2",30,"2021",0,NA,NA,NA,NA
"50558","11791","749","2",1,"2021",0,NA,NA,NA,NA
"50559","11792","749","2",25,"2021",0,NA,NA,NA,NA
"50560","11792","749","2",13,"2021",0,NA,NA,NA,NA
"50561","11532","749","2",1,"2021",0,NA,NA,NA,NA
"50562","11791","749","2",26,"2021",0,NA,NA,NA,NA
"50563","11921","749","2",16,"2021",0,NA,NA,NA,NA
"50564","11530","749","2",8,"2021",0,NA,NA,NA,NA
"50565","11921","749","2",43,"2021",0,NA,NA,NA,NA
"50566","11790","749","2",22,"2021",0,NA,NA,NA,NA
"50567","11662","749","2",26,"2021",0,NA,NA,NA,NA
"50568","11790","749","2",15,"2021",0,NA,NA,NA,NA
"50569","11659","749","2",24,"2021",0,NA,NA,NA,NA
"50570","11790","749","2",11,"2021",0,NA,NA,NA,NA
"50571","11790","749","2",1,"2021",0,NA,NA,NA,NA
"50572","11659","749","2",17,"2021",0,NA,NA,NA,NA
"50573","11662","749","2",12,"2021",0,NA,NA,NA,NA
"50574","11792","749","2",27,"2021",0,NA,NA,NA,NA
"50575","11791","749","2",44,"2021",0,NA,NA,NA,NA
"50576","11790","749","2",16,"2021",0,NA,NA,NA,NA
"50577","11790","749","2",7,"2021",0,NA,NA,NA,NA
"50578","11660","749","2",68,"2021",1,916283,NA,"2020-2022",2023-06-01 17:00:00
"50579","11530","749","2",19,"2021",0,NA,NA,NA,NA
"50580","11530","749","2",1,"2021",0,NA,NA,NA,NA
"50581","11792","749","2",14,"2021",0,NA,NA,NA,NA
"50582","11790","749","2",7,"2021",0,NA,NA,NA,NA
"50583","11530","749","2",16,"2021",0,NA,NA,NA,NA
"50584","11792","749","2",31,"2021",0,NA,NA,NA,NA
"50585","11660","749","2",11,"2021",0,NA,NA,NA,NA
"50586","11792","749","2",45,"2021",0,NA,NA,NA,NA
"50587","11790","749","2",29,"2021",0,NA,NA,NA,NA
"50588","11790","749","2",9,"2021",0,NA,NA,NA,NA
"50589","11792","749","2",36,"2021",0,NA,NA,NA,NA
"50590","11790","749","2",8,"2021",0,NA,NA,NA,NA
"50591","11920","749","2",15,"2021",0,NA,NA,NA,NA
"50592","11790","749","2",6,"2021",0,NA,NA,NA,NA
"50593","11662","749","2",8,"2021",0,NA,NA,NA,NA
"50594","11530","749","2",4,"2021",0,NA,NA,NA,NA
"50595","11659","749","2",16,"2021",0,NA,NA,NA,NA
"50596","11530","749","2",15,"2021",0,NA,NA,NA,NA
"50597","11791","749","2",8,"2021",0,NA,NA,NA,NA
"50598","11530","749","2",11,"2021",0,NA,NA,NA,NA
"50599","11531","749","2",6,"2021",0,NA,NA,NA,NA
"50600","11530","749","2",21,"2021",1,1569886,NA,"2020-2022",2023-06-01 16:10:00
"50601","11662","749","2",9,"2021",0,NA,NA,NA,NA
"50602","11532","749","2",14,"2021",0,NA,NA,NA,NA
"50603","11792","749","2",22,"2021",0,NA,NA,NA,NA
"50604","11921","749","2",24,"2021",0,NA,NA,NA,NA
"50605","11790","749","2",13,"2021",0,NA,NA,NA,NA
"50606","11660","749","2",6,"2021",0,NA,NA,NA,NA
"50607","11531","749","2",29,"2021",0,NA,NA,NA,NA
"50608","11532","749","2",15,"2021",0,NA,NA,NA,NA
"50609","11660","749","2",11,"2021",0,NA,NA,NA,NA
"50610","11662","749","2",9,"2021",0,NA,NA,NA,NA
"50611","11792","749","2",5,"2021",0,NA,NA,NA,NA
"50612","11789","749","2",14,"2021",0,NA,NA,NA,NA
"50613","11660","749","2",10,"2020",0,NA,NA,NA,NA
"50614","11790","749","2",12,"2021",0,NA,NA,NA,NA
"50615","11532","749","2",12,"2021",0,NA,NA,NA,NA
"50616","11660","749","2",23,"2019",0,NA,NA,NA,NA
"50617","11532","749","2",21,"2021",0,NA,NA,NA,NA
"50618","11531","749","2",11,"2018",0,NA,NA,NA,NA
"50619","11790","749","2",26,"2021",0,NA,NA,NA,NA
"50620","11791","749","2",7,"2017",0,NA,NA,NA,NA
"50621","11791","749","2",8,"2017",0,NA,NA,NA,NA
"50622","11790","749","2",1,"2020",0,NA,NA,NA,NA
"50623","11531","749","2",112,"2019",0,NA,NA,NA,NA
"50624","11791","749","2",5,"2018",0,NA,NA,NA,NA
"50625","11530","749","2",31,"2019",0,NA,NA,NA,NA
"50626","11789","749","2",50,"2019",0,NA,NA,NA,NA
"50627","11531","749","2",9,"2018",0,NA,NA,NA,NA
"50628","11660","749","2",5,"2018",0,NA,NA,NA,NA
"50629","11660","749","2",8,"2018",0,NA,NA,NA,NA
"50630","11660","749","2",10,"2018",0,NA,NA,NA,NA
"50631","11660","749","2",4,"2018",0,NA,NA,NA,NA
"50632","11530","749","2",7,"2018",0,NA,NA,NA,NA
"50633","11660","749","2",7,"2018",0,NA,NA,NA,NA
"50634","11791","749","2",8,"2019",0,NA,NA,NA,NA
"50635","11660","749","2",18,"2017",0,NA,NA,NA,NA
"50636","11531","749","2",19,"2019",0,NA,NA,NA,NA
"50637","11531","749","2",20,"2017",0,NA,NA,NA,NA
"50638","11531","749","2",19,"2016",0,NA,NA,NA,NA
"50639","11532","749","2",19,"2022",0,NA,NA,NA,NA
"50640","11791","749","2",14,"2022",0,NA,NA,NA,NA
"50641","11791","749","2",8,"2022",0,NA,NA,NA,NA
"50642","11660","749","2",39,"2022",0,NA,NA,NA,NA
"50643","11660","749","2",34,"2022",0,NA,NA,NA,NA
"50644","11790","749","2",3,"2022",0,NA,NA,NA,NA
"50645","11790","749","2",3,"2022",0,NA,NA,NA,NA
"50646","11530","749","2",6,"2022",0,NA,NA,NA,NA
"50647","11660","749","2",8,"2022",0,NA,NA,NA,NA
"50648","11659","749","2",8,"2022",0,NA,NA,NA,NA
"50649","11790","749","2",8,"2022",0,NA,NA,NA,NA
"50650","11790","749","2",1,"2022",0,NA,NA,NA,NA
"50651","11789","749","2",7,"2022",0,NA,NA,NA,NA
"50652","11660","749","2",15,"2022",0,NA,NA,NA,NA
"50653","11792","749","2",23,"2022",0,NA,NA,NA,NA
"50654","11530","749","2",13,"2022",0,NA,NA,NA,NA
"50655","11659","749","2",3,"2022",0,NA,NA,NA,NA
"50656","11789","749","2",14,"2022",0,NA,NA,NA,NA
"50657","11660","749","2",4,"2022",0,NA,NA,NA,NA
"50658","11789","749","2",3,"2022",0,NA,NA,NA,NA
"50659","11660","749","2",6,"2022",0,NA,NA,NA,NA
"50660","11789","749","2",8,"2022",0,NA,NA,NA,NA
"50661","11662","749","2",4,"2022",0,NA,NA,NA,NA
"50662","11660","749","2",2,"2022",0,NA,NA,NA,NA
"50663","11790","749","2",2,"2022",0,NA,NA,NA,NA
"50664","11790","749","2",6,"2022",0,NA,NA,NA,NA
"50665","11921","749","2",8,"2022",0,NA,NA,NA,NA
"50666","11660","749","2",9,"2022",0,NA,NA,NA,NA
"50667","11660","749","2",9,"2022",0,NA,NA,NA,NA
"50668","11660","749","2",24,"2022",0,NA,NA,NA,NA
"50669","11530","749","2",14,"2022",0,NA,NA,NA,NA
"50670","11661","749","2",11,"2022",0,NA,NA,NA,NA
"50671","11531","749","2",1,"2022",0,NA,NA,NA,NA
"50672","11660","749","2",18,"2022",0,NA,NA,NA,NA
"50673","11531","749","2",3,"2022",0,NA,NA,NA,NA
"50674","11660","749","2",1,"2022",0,NA,NA,NA,NA
"50675","11660","749","2",11,"2022",0,NA,NA,NA,NA
"50676","11789","749","2",12,"2022",0,NA,NA,NA,NA
"50677","11660","749","2",7,"2022",0,NA,NA,NA,NA
"50678","11660","749","2",30,"2022",0,NA,NA,NA,NA
"50679","11660","749","2",31,"2022",0,NA,NA,NA,NA
"50680","11791","749","2",5,"2022",0,NA,NA,NA,NA
"50681","11791","749","2",52,"2022",0,NA,NA,NA,NA
"50682","11531","749","2",77,"2022",0,NA,NA,NA,NA
"50683","11661","749","2",26,"2022",0,NA,NA,NA,NA
"50684","11531","749","2",45,"2022",0,NA,NA,NA,NA
"50685","11660","749","2",8,"2022",0,NA,NA,NA,NA
"50686","11660","749","2",10,"2022",0,NA,NA,NA,NA
"50687","11660","749","2",32,"2022",0,NA,NA,NA,NA
"50688","11531","749","2",13,"2022",0,NA,NA,NA,NA
"50689","11790","749","2",20,"2022",0,NA,NA,NA,NA
"50690","11660","749","2",4,"2022",0,NA,NA,NA,NA
"50691","11530","749","2",27,"2022",0,NA,NA,NA,NA
"50692","11792","749","2",18,"2022",0,NA,NA,NA,NA
"50693","11791","749","2",13,"2022",0,NA,NA,NA,NA
"50694","11791","749","2",15,"2022",0,NA,NA,NA,NA
"50695","11792","749","2",19,"2022",0,NA,NA,NA,NA
"50696","11660","749","2",33,"2022",0,NA,NA,NA,NA
"50697","11792","749","2",3,"2022",0,NA,NA,NA,NA
"50698","11660","749","2",12,"2022",0,NA,NA,NA,NA
"50699","11660","749","2",8,"2022",1,724328,NA,"2020-2022",2023-06-01 06:40:00
"50700","11660","749","2",10,"2022",0,NA,NA,NA,NA
"50701","11660","749","2",14,"2022",1,724328,NA,"2020-2022",2023-06-01 08:52:00
"50702","11659","749","2",11,"2022",0,NA,NA,NA,NA
"50703","11920","749","2",4,"2022",0,NA,NA,NA,NA
"50704","11530","749","2",7,"2022",0,NA,NA,NA,NA
"50705","11789","749","2",4,"2022",0,NA,NA,NA,NA
"50706","11660","749","2",8,"2022",0,NA,NA,NA,NA
